,lyrics,genre
10,"people of europe, i send you the rainbow of argentina  spain has fallen to the charms of evita she can do what she likes, it doesn't matter much she's the new world madonna with the golden touch she filled a bull-ring, forty-five thousand seater but if you're prettier than general franco, that's not hard  franco's reign in spain should see out the '40s so you've just acquired an ally who looks as secure in his job as you but more important, current political thought is your wife's a phenomenal asset, your trump card  let's hear it for the rainbow tour it's been an incredible success we weren't quite sure, we had a few doubts  would evita win through? but the answer is yes  there you are, i told you so makes no difference where we go the whole world over, just the same you should have heard them call our name and who would underestimate the actress now?  i'm not underestimating you just do the same thing in italy please  now i don't like to spoil a wonderful story but the news from rome isn't quite so good she hasn't gone down like we thought she would italy's unconvinced by argentine glory they equate peron with mussolini, can't think why  did you hear that? they called me a whore they actually called me a whore  but signora peron, it's an easy mistake i'm still called an admiral yet i gave up the sea long ago  now things aren't all that bad, she met with the pope she got a papal decoration and a kindly word so even if the crowds gave our lady the bird the argentine-italy axis does have some hope she still made a fabulous impact, caught the eye  let's hear it for the rainbow tour it's been an incredible success we weren't quite sure, we had a few doubts  would evita win through? but the answer is a qualified yes  eva started well, no question, in france shining like the sun through the post-war haze a beautiful reminder of the carefree days she nearly captured the french, she sure had the chance but she suddenly seemed to lose interest she looked tired  tired? eva, tired?  face the facts, the rainbow started to fade i don't think she'll make it to england now it wasn't on the schedule anyhow  you'd better bring out the flags and fix a parade some kind of coming home in triumph is required  let's hear it for the rainbow tour it's been an incredible success we weren't quite sure, we had a few doubts  would evita win through? but the answer is yes and no and yes and no and yes and no  let's hear it for the rainbow tour it's been an incredible success  who the hell does the king of england think he is? tea at some tinpot castle of his what kind of invitation is that? argentina's first lady deserves buckingham palace if england can do without me then argentina can do without england",Classical
11,"the wars are moving north to our isles of green through countries washed out by storms of steel but they shall not pass - we shall not yield for freedom is a love not proved in the letting go  for all they ever allow us to be is an alibi, a breath mint for greed thus we live gravely, thus we die slowly thus we hide in self-control  we who came out here to give an empire to this loneliness that surrounds and enslaves defines and degrades us say we're mad with hope, say it's all but smoke say we're all gonna perish in the snows  take this vow with me to stay close, to be near to be oh so sincere take this vow with me for you must know there's nothing left around here  and so you toss a coin at every turn to know what bridge to cross what bridge to burn along the towers, on the riverbanks of france with spain still in our hearts  while we're wondering why we are all so quick to seperate sex and love but not church and state and why they have made all of us slaves to gold and to debt to fears and regrets  take this vow with me to stay close, to be near to be oh so sincere take this vow with me for you must know there's nothing left around here  for we were not born to live their lie in houses built to keep the tv dry so to make you see, to make us heard we'll have to rebuild our islands word by word  take this vow with me to stay close, to be near to be oh so sincere take this vow with me for you of all people must know there's nothing left around here",Classical
12,"bow-bow-bow ooh-ooh, waa-oh, ooh-ooh bow-bow-bow ooh-ooh, waa-oh, ooh-ooh  the other night they were playing our song hadn't heard it for oh so long took me back darlin' to that time in my car when you cried all night cause we'd gone too far  can i ever getcha back getcha back baby gonna getcha back, getcha back getcha back, getcha back baby gonna getcha back, getcha back can i ever getcha back oh, oh-oh, oh-oh-oh  i'm getting tired laying around here at night thinkin' 'bout some other guy holding you tight he may have money and a brand new car may even treat you like a movie star and no matter what he ever do for you he can never love you like i can do so if i leave her and you leave him  can we ever get it back again getcha back, getcha back baby gonna getcha back, getcha back getcha back, getcha back baby gonna getcha back, getcha back can i ever getcha back  bow-bow-bow ooh-ooh, waa-oh, ooh-ooh bow-bow-bow ooh-ooh, waa-oh, ooh-ooh bow bow bow  i'll leave her (getcha back) and you leave him (getcha back) can we baby (getcha back) get it back again i'll leave her (getcha back) and you leave him (getcha back) can we baby (getcha back) get it back again i'll leave her (getcha back) and you leave him",Classical
13,"tell me what's wrong with me my body, face, my hair tell me all my many faults tell me like you care when we both know you're cruel and we both know you're right i could listen to you, like a fool all night what's wrong with me? how i speak? how i dress? what's wrong with me? you keep me guessing mama called me beautiful don't believe her anymore now i'm listening to you what do i do that for? please don't ignore me mmh, mmh tell me who we hate today and i will fall in line hug me while my shoulders tense and we'll pretend we're fine though we both know one day there'll be blood on the floor but which one will betray the other more what's wrong with me? where's my mind where does it end? maybe i need to find a better friend what's wrong with me what can i do what's wrong with me could it be you it's probably me see that, you see what's wrong with me mmh, mmh",Classical
14,"professor bhaer (spoken) jo. we are not at all alike. we have our differences. may i be blunt? jo (spoken) be blunt. by all means. professor bhaer i think perhaps it looks like rain jo the sky gets bluer by the hour professor bhaer the water falls in little drops jo that's why it's called a sun shower professor bhaer ah, not it stops jo (spoken) you were about to be blunt? professor bhaer if i say rain, then you sun. if i say yes, then you say no. it seems before we start, we're done. we even argue at ""hello"" if i say, share with me this small umbrella jo i say who cares if we get wet? professor bhaer we are as different as the morning and the night jo no, we're as different as the winter and the spring professor bhaer we always seem to fight jo we disagree on everything professor bhaer and yet... you make me smile, you make me laugh, you make me care. how can i explain? inside my heart i feel a pain when you're not there. though we're not at all alike, you make me feel alive. if we had that in common, that one small thing in common, love could be like a small umbrella, in the rain. when people discover passion, they've come upon something rare. this fervor they have in common, will shelter them anywhere. though the rest may be rough, with such passion to share, i think we have more than enough- enough to make a marriage, if we dare. jo (spoken) you are proposing? professor bhaer (spoken) no. yes! yes! i do not mean today. or tomorrow, or even next month. in a year maybe, two years even. i am a patient man. jo i won't be sweet, won't be demure professor bhaer this i prefer, this i adore jo i'll speak my mind, you can be sure professor bhaer i'll be enchanted to the core. jo if i say, let me share your small umbrella. professor bhaer i'll say, who cares if we get wet? jo we'll be as different as a husband and a wife professor bhaer no, we'll be as different as a woman and a man jo we'll fight our way through life. professor bhaer we'll disagree the best we can. jo and yet... you make me smile, you make me laugh, you make me care. how can i explain? inside my heart i feel a pain when you're not there. though we're not at all alike, you make me feel alive. jo yes, we have that in common professor bhaer that one small thing in common our love is like a small umbrella in the rain",Classical
15,"now i've heard there was a secret chord  that david played, and it pleased the lord  but you don't really care for music, do you?  it goes like this  the fourth, the fifth  the minor fall, the major lift  the baffled king composing hallelujah  hallelujah, hallelujah  hallelujah, hallelujah  your faith was strong but you needed proof  you saw her bathing on the roof  her beauty and the moonlight overthrew you  she tied you to a kitchen chair  she broke your throne, and she cut your hair  and from your lips she drew the hallelujah  hallelujah, hallelujah  hallelujah, hallelujah  maybe i have been here before  i know this room i, i've walked this floor  i used to live alone before i knew you  i've seen your flag on the marble arch  love is not a victory march  it's a cold and it's a broken hallelujah  hallelujah, hallelujah  hallelujah, hallelujah  there was i time you let me know  what's really going on below  but now you never show it to me do you  and rem",Classical
16,"on the night of july 21st, 356 bc i, erostratus, burned to the ground one of the wonders of the world the fabulous temple of artemis here in the great port of ephesus  i did it to get famous to thwart me the authorities stupidly forbade my name on pain of death ever to be mentioned again  the fools! that was my guarantee of immortality some tool in the 21st century even as we speak is singing about me!  and in your day i have many imitators and admirers my name endures, said sartre ""like a black diamond""",Classical
17,"a child is born  we've suddenly stepped through a thousand doors  a child is born  his chin is like mine but his eyes are yours  how perfectly formed are his fingers  so far to reach, so much to know  what worlds will be formed by his fingers?  we'll hold him close, then let him go  how sweet to find  a part of ourselves we knew nothing of  a child is born  a child that is born of our love",Classical
18,"you say my love is all you need to see you through but i know these words are not quite true here is the path you're looking for an open door leading to worlds you long to explore  go, if you must move on alone i'm gonna make it on my own kiss me goodbye, love's memory follow your heart and find your destiny won't shed a tear for love's mortality you, you put the dream in my reality  as time goes by, i know you'll see this old of me i love you enough to let you go free  go, i will give you wings to fly cast all your fear into the sky kiss me goodbye, love's mystery all of my life i'll hold you close to me won't shed a tear for love's mortality for you, you put the dream in my reality  kiss me goodbye, love's memory you, you put the dream in my reality",Classical
19,go to sleep little flower leave your troubles for the night hang your head in the moonlight and wait 'til morning comes to shine  you'll rise in the wake of the winter when april calls you from the ground you'll laugh as the rain starts to whisper and hold your head up to the clouds  i won't walk beside you i won't call your name but i'll hold your heart from a distance as all your petals fall away  now you taste the warmth of the summer as the pastures settle into gold and in the air a fragrance is falling you've known so many times before  i won't walk beside you i won't take you home but i'll hold your heart from a distance as all your blossoms come and go  go to sleep little flower and all your dreams will come to pass don't cry for the change of the season this time was never meant to last  and when you wake all alone in the darkness as the autumn winds are blowing cold you might hear a voice in the distance a love that never let you go you might hear a voice in the distance a love that never let you go,Classical
20,i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out get power and gonna be less turn up  got me in hell all night i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out get power and gonna be less turn up  got me in hell all night i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out get power and gonna be less turn up  got me in hell all night i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out get power and gonna be less turn up  got me in hell all night i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out get power and gonna be less turn up  got me in hell all night i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out get power and gonna be less turn up  got me in hell all night i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out get power and gonna be less turn up  got me in hell all night  i want the fears lets storm out  get power and gonna be less turn up  got me in hell all night i want the fears lets storm out get power and gonna be less turn up  got me in hell all night!,Classical
21,"don't want my mammy  i don't need a friend  my heart is broken, it won't ever mend  i ain't much carin'  just where i will end  i must have that man  i'm like an oven  that's cryin' for heat  he treats me awful  each time we meet  it's just unlawful  how that boy can cheat  but i must have that man  he's hot as hades  a lady's not safe in his arms when she's kissed  but i'm afraid that when he's cooled off  and maybe i'm ruled off his list  i'll never be missed  i need that person much worse 'n just bad  i'm half alive 'n he's drivin' me mad  he's only human if he's to be had  i must have that man  i must have that man",Classical
22,don't think about tomorrow we've only got today there's nothing that i want from you not a word you have to say  you are all i need and all i can defend all i need to hold on to if the world should end  in my imagination i could not have made this up in a world stranger than fiction ours is no fictional love  i can see the you under your second skin i can feel your heart beat quicken quicken and then slow there's nothing else i need to know and there's nothing you need to pretend if the world should end  and the sky tonight is luminous for all the wrong reasons and every doorway is hiding... something  and if this world should all come crashing down i wouldn't care at all  and if there is no tomorrow i'll have today again there's no time for sorrow when there no such thing as time and if the darkness will decent don't need a savior or a friend i can say i've really loved if the world should end,Classical
23,"i could hang about and burn my fingers i've been hanging out here waiting for something to start you think i'm faultless to a 't' my manner set impeccably but underneath i am the same as you i could dance all night like i'm a soul boy but i know i'd rather drag myself across the dance floor i feel like dancing on my own where no one knows me, and where i can cause offence just by the way i look and when i come to blows when i am numbering my foes just hope that you are on my side my dear but it's best to finish as it started with my face head down just staring at the brown formica it's safer not to look around i can't hide my feelings from you now there's too much love to go around these days you say i've got another face that's not a fault of mine these days i'm honest, brutal and afraid of you",Classical
24,"hmm, yeah yeah, yeah  can you imagine what would happen if we could have any dream i wish this moment was ours to own it and that it would never leave  then i would thank that star that made our wish come true (come true), oh yeah 'cause he knows that where you are is where i should be too  right here, right now (yeah, yeah) i'm looking at you and my heart loves the view 'cause you mean everything  right here, i'll promise you somehow that tomorrow can wait for some other day to be (to be) but right now there's you and me  if this was forever, what could be better? we've already proved it works but in 2,123 hours a bend in the universe is gonna make everything (everything) in our whole world changed (is our changed, yeah) and you know that where we are (where we are) will never be the same, (oh, no) oh, no  right here, right now (right now) i'm looking at you and my heart loves the view 'cause you mean everything (everything)  right here i promise you somehow (somehow we're gonna) tomorrow can wait for some other day to be (to be) but right now there's you and me  oh, we know it's coming (coming) and it's coming fast (is always you and me), oh yeah so let's make every second last make it last  right here oh, right now yeah, i'm looking at you and my heart loves the view 'cause you mean everything  right here, i'll promise you somehow that tomorrow can wait for some other day to be (to be) but right now there's you and me  you and me, you and me oh, you and me but right now there's you and me",Classical
25,"my heart was once like a snowflake in the dusk gently floating through time 'till the wind moved me on now is crystalised in the still, dark and cold will my love release me from this frozen world? will my love release me from this frozen world?  in the echoes of sound from this icy bed my heart will rise as my song warms the dark and the ice will break so i shall return  my love will find me in this frozen world my love will find me in this frozen world  my love will find me in this frozen world",Classical
26,no matter what happens  even when the sky is falling down  i'll promise you  that i'll never let you go  oh oh oh yeah  you naega sseureojil ttae jeoldae heundeullim eobsi  ganghan nunbicheuro myeot beonigo nal ireukyeo jwo  and you na hime gyeoulttae  seulpeumeul byeorang kkeutkkaji  tto eogimeobsi chaja wa  du son jabeun geudaeege  nan haejun ge eobtneunde chorahan najiman  oneul geudae wihae i norae bulleoyo  tonight geudaeui du nune  geu miso dwie nal wihae gamchwowatdeon apeumi boyeoyo  you and i together  it just feels so right  ibyeoliran mareun never  geu nuga mwora haedo nan geudael jikilge  you and i together  nae du soneul nohji ma  annyeongiran mareun never  naege i sesangeun ojik neowa nagie  geu manheun saramcheoreom uri sarang  yeoksi jogeumssik byeonhagetjyo  hajiman jebal seulpeo marayo  oraen chinhan chingucheoreom namaneul  mideul su itge gidael su itge  i promise you that i'll be right here baby  nan haejun ge eobtneunde chorahan najiman  oneul geudae wihae i norae bulleoyo  tonight geudaeui du nune  geu miso dwie nal wihae gamchwowatdeon apeumi boyeoyo  you and i together  it just feels so right  ibyeoliran mareun never  geu nuga mwora haedo nan geudael jikilge  you and i together  nae du soneul nohji ma  annyeongiran mareun never  naege i sesangeun ojik neowa nagie  oeroun bami chaja ol ttaen  na salmyeosi nuneul gamayo  geudaeui sumgyeori nal aneul ttae  mueotdo duryeobji anhjyo  i sesang geu eotteon nugudo  geudaereul daesinhal su eobtjyo  you are the only one and i'll be there for you baby  you and i together  it just feels so right (feels so right)  ibyeoliran mareun never  geu nuga mwora haedo nan geudael jikilge  you and i together  nae du soneul nohji ma  annyeongiran mareun never  naege i sesangeun ojik neowa nagie  just you and i  forever and ever,Classical
27,"come, holy ghost, our souls inspire,  and lighten with celestial fire;  thou the anointing spirit art,  who dost thy sevenfold gifts impart.  thy blessed unction from above  is comfort, life, and fire of love;  enable with perpetual light  the dullness of our blinded sight.  anoint and cheer our soile'd face  with the abundance of thy grace;  keep far our foes; give peace at home;  where thou art guide, no ill can come.  teach us to know the father, son,  and thee, of both, to be but one;  that through the ages all along  this, this may be our endless song:  praise to thy eternal merit,  father, son, and holy spirit. amen.",Classical
28,"dies irae  dies illa  solvet saeclum in favilla:  teste david cum sybilla.  quantus tremor est futurus  quando judex est venturus  cuncta stricte discussurus!  dies irae  dies illa  solvet saeclum in favilla:  teste david cum sybilla  quantus tremor est futurus  quatdo judex est venturus  cuncta stricte discussurus!  quantus tremor est futurus  dies irae, dies illa  quantus tremor est futurus  dies irae, dies illa  quantus tremor est futurus  quantus tremor est futurus  quando judex est venturus  cuncta stricte discussurus  cuncta stricte  cuncta stricte  stricte discussurus  cuncta stricte  cuncta stricte  stricte discussurus!  english translation  the day of wrath, that day  will dissolve the world in ashes  as foretold by david and the sibyl!  how much tremor there will be,  when the judge will come,  investigating everything strictly!",Classical
29,"[* = english translation]  qui dove il mare luccica e tira forte il vento *here, where the sea shines and the wind howls, su una vecchia terrazza davanti al golfo di sorrento *on the old terrace beside the gulf of sorrento, un uomo abbraccia una ragazza *a man embraces a girl dopo che aveva pianto *he wept after, poi si schiarisce la voce e ricomincia il canto: *then clears his throat and continues the song:  te voglio bene assai *i love you very much, ma tanto tanto bene sai *very, very much, you know; e' una catena ormai *it is a chain by now che scioglie il sangue dint' e' vene sai... *that melts the blood inside the veins, you know...  vide le luci in mezzo al mare *he saw the lights out on the sea, pensò alle notti la in america *thought of the nights there in america, ma erano solo le lampare *but they were only the fishermen's lamps e la bianca scia di un'elica *and the white wash astern. guardò negli occhi la ragazza *he looked the girl in the eyes, quegli occhi verdi come il mare *those eyes as green as the sea. poi all'improvviso uscì una lacrima *then suddenly a tear fell e lui credette di affogare. *and he believed he was drowning.  te voglio bene assai *i love you very much, ma tanto tanto bene sai *very, very much, you know; e' una catena ormai *it is a chain by now e scioglie il sangue dint'e vene sai... *that melts the blood inside the veins, you know...  ma due occhi che ti guardano *but two eyes that look at you, così vicini e veri *so close and real, ti fanno scordare le parole *make you forget the words, confondono i pensieri. *confuse your thoughts,  te voglio bene assai *i love you very much, ma tanto tanto bene sai *very, very much, you know; e' una catena ormai *it is a chain by now che scioglie il sangue dint'e vene sai... *that melts the blood inside the veins, you know...  te voglio bene assai *i love you very much, ma tanto tanto bene sai *very, very much, you know; e' una catena ormai *it is a chain by now che scioglie il sangue dint'e vene sai... *that melts the blood inside the veins, you know...",Classical
30,"see? that is the thing with you plastics. you think that everyone is in love with you when actually everyone hates you  you made me like this it was your idea for me to pretend to be plastic  buddy, it's not pretend you're as plastic as they come you think your shit don't stink you think the rest of us are dumb  i hate regina's guts but here's what you don't comprehend at least she has the guts to not pretend to be my friend  janis  no. it's fine really fine we'll be fine  and i want my pink shirt!",Classical
31,"early each day to the steps of saint paul's the little old bird woman comes in her own special way to the people she calls, ""come, buy my bags full of crumbs""  ""come feed the little birds, show them you care and you'll be glad if you do their young ones are hungry, their nests are so bare all it takes is tuppence from you""  ""feed the birds, tuppence a bag tuppence, tuppence, tuppence a bag feed the birds"", that's what she cries while overhead, her birds fill the skies  all around the cathedral, the saints and apostles look down as she sells her wares although you can't see it, you know they are smiling each time someone shows that he cares  though her words are simple and few ""listen, listen"", she's calling to you ""feed the birds, tuppence a bag tuppence, tuppence, tuppence a bag""  though her words are simple and few ""listen, listen"", she's calling to you ""feed the birds, tuppence a bag tuppence, tuppence, tuppence a bag""",Classical
32,"have no use for other sweets of any kind  since the day you came around  one look, and i instantly made up my mind  sweeter sweetness can't be found  you're so sweet  can't be beat  nothin' sweeter ever stood on feet  ev'ry honey bee fills with jealousy  when they see you out with me  well, i don't blame them, goodness knows  honeysuckle rose  when you're passin' by  flowers droop and sigh  and you and i know the reason why  you're much sweeter, goodness knows  honeysuckle rose  don't buy sugar  you just have to touch my cup  now you're my sugar  so sweet when you stir it up  when i'm takin' sips from your tasty lips  seems the honey fairly drips  you're confection, goodness knows  honey, oh, suckle rose  ev'ry honey bee fills with jealousy  when they see you out with me  i don't blame them, goodness knows (i don't blame 'em either, baby)  i say you're my honey, oh, suckle rose (well, hush your mouth)  when you're passing by  those flowers, they just droop and sigh, yeah (droop and sigh)  and we both know the reason why (why, why?)  you're much too sweet, goodness knows  oh, and you're my honeysuckle rose  don't buy sugar  you just have to touch my cup  now you're my sugar  so sweet when you stir it up  when i'm takin' sips from your tasty lips  seems the honey fairly drips  you're confection, goodness knows (oh, honey)  you're confection, goodness knows (oh, yeah)  you're confection, goodness knows (oh, i love it)  you're my honeysuckle rose  oh, mercy!",Classical
